Event Label,Event Action
https://www.icarda.org/media/drywire/vital-contribution-women-livelihoods-resilience-during-covid-19,1
http://ebrary.ifpri.org/utils/getfile/collection/p15738coll2/id/133253/filename/133464.pdf,1
https://ccafs.cgiar.org/publications/gender-and-inclusion-toolbox-participatory-research-climate-change-and-agriculture#.WhVxjbbMzOR,1
http://agriprofocus.com/upload/ToolkitENGender_in_Value_ChainsJan2014compressed1415203230.pdf,1
https://storage.googleapis.com/cgiarorg/2020/12/SC-Members-Website_03December2020.pdf,1
https://storage.googleapis.com/cgiarorg/2020/06/SC10-06-One-CGIAR-Progress-Report.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/107167/14_EiB_2020_POWB_January%2014%2c%202020_FINAL.pdf?sequence=1&isAllowed=y,1
https://cgspace.cgiar.org/bitstream/handle/10568/100691/CGIAR-Budget-Template-Guidance-Gender-Platform-3April2019.pdf?sequence=4&isAllowed=y,1
https://storage.googleapis.com/cgiarorg/2020/11/SC11-ISDC-Progress-and-2021-Look-Ahead.pdf,1
http://www.fsnnetwork.org/sites/default/files/acdivoca_10_steps_for_operationalizing_a_gender_analysis_study.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/108347/WLE_2019_AnnualReport_Final_15May2020.pdf?sequence=1&isAllowed=y,1
https://www.cgiar.org/wp/wp-content/uploads/2019/02/CGIAR-Business-Plan-Web.pdf,1
https://storage.googleapis.com/cgiarorg/2020/03/APPROVED_2020-2021-Financing-Plan-and-Guidance.pdf,1
https://ispc.cgiar.org/sites/default/files/docs/Session%206_Tilapia%20Adoption_Benzie.pdf,1
http://books.irri.org/Creating-Sus-Value-Chains_Nafees-policy-brief_160420.pdf,1
http://ebrary.ifpri.org/utils/getfile/collection/p15738coll2/id/133717/filename/133931.pdf,1
http://www.ifpri.org/cdmref/p15738coll2/id/132348/filename/132559.pdf,1
https://storage.googleapis.com/cgiarorg/2020/11/SB18-02bii_Investment-Plan-CGIAR-2022-24-outline.pdf,1
https://storage.googleapis.com/cgiarorg/2020/06/Foresight-and-Trade-off-Implications-for-One-CGIAR-FINAL.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/97706/GLDC-Leaflet-Web.pdf?sequence=5&isAllowed=y,1
https://www.cgiar.org/wp/wp-content/uploads/2018/12/SMB12-01_Agenda-ADOPTED.pdf,1
http://gennovate.org,1
http://library.cgiar.org/bitstream/handle/10947/4370/CGIAR%20System%20Charter%20-%20WEB.pdf?sequence=4,1
https://storage.googleapis.com/cgiarorg/2020/12/RFP-HR-Consultancy-to-support-One-CGIAR-Transition-17122020.pdf,1
https://www.cimmyt.org/news/empowered-rural-women-take-on-entrepreneurship/,1
http://ebrary.ifpri.org/utils/getfile/collection/p15738coll2/id/133635/filename/133827.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/65144/Climate-smart%20villages%20and%20the%20hope%20of%20food%20secure%20households.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/107169/12_WLE%20POWB%202020_FINAL.pdf?sequence=1&isAllowed=y,1
https://cgspace.cgiar.org/bitstream/handle/10568/110046/CGIAR-2019-Intellectual-Assets-Report.pdf?sequence=1&isAllowed=y,1
https://cgspace.cgiar.org/bitstream/handle/10947/3062/CGIAR-Funder-Acknowledgement-Guidelines-June-2018.pdf?sequence=6&isAllowed=y,1
https://storage.googleapis.com/cgiarorg/2020/10/SB18-05_ChairsSummary.pdf,1
https://www.cgiar.org/wp/wp-content/uploads/2018/09/TOR_InternalAuditSupportService-APPROVED.pdf,1
https://www.canvas.net/browse/usaid/courses/usaid-land-tenure,1
https://storage.googleapis.com/cgiarorg/2020/07/COVID-19-Statement-SMB-20200716.pdf,1
http://www.ifpri.org/publication/improving-diets-and-nutrition-through-integrated-poultry-value-chain-and-nutrition,1
http://oar.icrisat.org/10984/1/Gendered%20aspirations%20and%20occupations.pdf,1
http://pub.epsilon.slu.se/10383/,1
https://storage.googleapis.com/cgiarorg/2020/11/Policy-Note-5-Climate-Security-in-Colombia-For-Publishing.pdf,1
http://www.vuna-africa.com,1
http://www.worldagroforestry.org/sites/agroforestry/files/2020-05/Annual%20Report%202018_1.pdf,1
https://storage.googleapis.com/cgiarorg/2019/08/SC8-14_MeetingSummary_APPROVED.pdf,1
https://www.slideshare.net/IFPRI-PIM/understanding-gendered-rice-varietal-trait-preferences-case-of-stress-tolerant-rice-in-odisha,1
https://oceanpanel.org/sites/default/files/2020-11/Follow%20the%20Sun%20Events%20Calendar_2.pdf,1
https://storage.googleapis.com/cgiarorg/2020/10/RFP_Fit-for-Purpose-Assessment-of-CGIAR-Performance-Results-Management-System2.pdf,1
http://www.rtb.cgiar.org/gender-breeding-initiative/activities/sharing-experiences-and-developing-collaboration-to-integrate-gender-in-breeding-programs/?utm_source=rss&utm_medium=rss&utm_campaign=sharing-experiences-and-developing-collaboration-to-integrate-gender-in-breeding-programs,1
https://library.cgiar.org/bitstream/handle/10947/4650/Background%20note%20-%20Establishment%20and%20HQ%20agreements%20-%20Syst%20Org%20%28Feb%202017%29.pdf?sequence=1,1
https://storage.googleapis.com/cgiarorg/2020/11/Request-for-Proposal-One-CGIAR-IT-Research-Advisory-Services.pdf,1
https://cgspace.cgiar.org/handle/10568/72826,1
https://www.cgiar.org/pdf/healingwounds.pdf#,1
https://cgspace.cgiar.org/bitstream/handle/10568/100123/CCAFS%20WP%20257_CSV%20Roving%20Workshop.pdf,1
https://mailchi.mp/9350aa7e1af8/gender-considerations-during-crises,1
https://cgspace.cgiar.org/bitstream/handle/10568/105573/CGIAR-Financial-Report-2018.pdf?sequence=1&isAllowed=y,1
https://cgspace.cgiar.org/bitstream/handle/10568/107170/11_2020_Wheat_POWB_final2.pdf?sequence=1&isAllowed=y,1
https://storage.googleapis.com/cgiarorg/2018/10/SC7-H_Program-Performance-Management-Standards.pdf,1
https://www.cultivate-africa.org/,1
https://wle.cgiar.org/vacancy-gender-consultant,1
https://cgspace.cgiar.org/bitstream/handle/10568/89415/Policy-on-CGIAR-System-Cost-Financing.pdf?sequence=5&isAllowed=y,1
http://library.cgiar.org/bitstream/handle/10947/2630/Consortium_Gender_Strategy.pdf?sequence=4,1
http://www.cifor.org/publications/pdf_files/AReports/CRP/ARCRP2019.pdf,1
http://www.ifpri.org/publication/gender-mapper,1
http://pdf.usaid.gov/pdf_docs/pnadm073.pdf,1
http://library.cgiar.org/bitstream/handle/10947/2762/Policy%20for%20Independent%20External%20Evaluation.pdf?sequence=1,1
http://cgiargender.wpengine.com/,1
https://storage.googleapis.com/cgiarorg/2019/11/SC9-Chairs-Summary.pdf,1
http://www.hrea.org/learn/elearning/gendermainstreaming/,1
https://storage.googleapis.com/cgiarorg/2020/11/SC-Decision_FINPLAN.pdf,1
https://library.cgiar.org/bitstream/handle/10947/4648/Version%20consolide%cc%81e%20non-officielle%20de%20l%e2%80%99Accord%20entre%20le%20Gouvernement%20de%20la%20Re%cc%81publique%20franc%cc%a7aise%20et%20l%e2%80%99Organisation%20du%20Syste%cc%80me%20CGIAR%20relatif%20au%20sie%cc%80ge%20de%20l%e2%80%99Organisation%20et%20a%cc%80%20ses%20privile%cc%80ges%20et%20immunite%cc%81s%20sur%20le%20territoire%20franc%cc%a7ais%20%28French%29.pdf?sequence=1,1
https://cas.cgiar.org/sites/default/files/images/news/GLDC%20CRP%20Review%202020_0.pdf,1
https://storage.googleapis.com/cgiarorg/2020/06/SC10-05-MOPAN_CoverNote.pdf,1
https://storage.googleapis.com/cgiarorg/2020/11/Policy-Note-6-A-Partnership-Agenda-for-Climate-Security-For-Publishing.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/89817/EiB-Web.pdf?sequence=4&isAllowed=y,1
https://cgspace.cgiar.org/bitstream/handle/10568/102090/CGIAR_Audited%20Financial%20Statements_2018.pdf?sequence=1&isAllowed=y,1
http://iea.cgiar.org/wp-content/uploads/2016/10/AAS-FINAL-report.pdf,1
https://twitter.com/r_puskur,1
https://storage.googleapis.com/cgiarorg/2020/11/SB18-01_Provisional-Agenda.pdf,1
https://storage.googleapis.com/cgiarorg/2020/06/SG-Policy-Brief-on-COVID-Impact-on-Food-Security-FINAL2.pdf,1
https://www.cgiar.org/wp/wp-content/uploads/2018/09/Selected-external-partnerships-in-2017-FINAL-VERSION-1.pdf,1
https://storage.googleapis.com/cgiarorg/2020/09/HighLevelSummary-Functions-CGIARSystem_updatedSep2020.pdf,1
http://www.iwmi.cgiar.org/About_IWMI/Strategic_Documents/Annual_Reports/2019/iwmi-annual-report-2018.pdf,1
https://storage.googleapis.com/cgiarorg/2020/05/be5a95fc-cgiar_inaugural-emt-candidate-information-pack_15may2020.pdf,1
https://storage.googleapis.com/cgiarorg/2020/05/SC10-02-COVID-19_ResearchResponse.pdf,1
https://www.cgiar.org/wp/wp-content/uploads/2018/01/GPN-Control-Self-Assessment-July-2017.pdf,1
https://storage.googleapis.com/cgiarorg/2020/01/SMB16-07_Green-Climate-Fund-Way-Forward.pdf,1
http://cgiar.org,1
https://cgspace.cgiar.org/bitstream/handle/10568/89819/FISH-Web.pdf?sequence=4&isAllowed=y,1
https://cgspace.cgiar.org/bitstream/handle/10568/103816/CGIAR-2018-Intellectual-Assets-Report-Web.pdf,1
https://www.ifad.org/web/knowledge/tools?mode=search&catTopics=39130755,1
https://cgspace.cgiar.org/bitstream/handle/10568/90971/oar_icrisat_feb2018.pdf?sequence=1,1
https://www.cifor.org/library/7001/un-womens-evaluation-of-gender-in-the-sdgs-what%C2%92s-the-role-for-the-cgiar/,1
https://storage.googleapis.com/cgiarorg/2020/08/FR-dashboards-snapshot.pdf,1
http://www.bioversityinternational.org/jobs/,1
https://www.cifor.org/publications/pdf_files/AReports/AR2019/AR2019.pdf,1
https://storage.googleapis.com/cgiarorg/2019/02/CGIAR-Business-Plan-Web.pdf,1
https://storage.googleapis.com/cgiarorg/2020/12/SC-Decision_FINPLAN.pdf,1
http://eservices.africarice.org/Eguides/Files/PSU/RFP%20Breeding%20System%20Dev_%20BMS.pdf,1
https://storage.googleapis.com/cgiarorg/2020/06/One-CGIAR-Newsletter-6th-edition-26-June.pdf,1
http://eservices.africarice.org/Eguides/Files/PSU/DIGITAL%20AGRICULTURAL%20MONITORING%20TOOL%2011122020.pdf,1
https://nkxms1019hx1xmtstxk3k9sko-wpengine.netdna-ssl.com/wp-content/uploads/sasha-documents/Brochure_SPHI.pdf,1
http://foreststreesagroforestry.org/the-costs-and-benefits-of-challenging-the-patriarchy-for-women-charcoal-producers-in-zambia/,1
https://storage.googleapis.com/cgiarorg/2020/08/SC10-11_MeetingSummary_APPROVED.pdf,1
https://www.ifpri.org/blog/reach-benefit-or-empower-clarifying-gender-strategies-development-projects,1
https://eur03.safelinks.protection.outlook.com/?url=https%3A%2F%2Fgatesgenderequalitytoolbox.org%2Fmeasuring-empowerment%2F&data=02%7C01%7Cm.tyszler%40kit.nl%7C06c5f8cb67164823692d08d70003d7d8%7C99193bd4318d47c6a89624e15f7a7e1b%7C1%7C1%7C636977888825921915&sdata=9gQ6gjvnffT0KGb%2FViLKj%2FntgjaCtdJuczu3dyIkc5Y%3D&reserved=0,1
https://cgspace.cgiar.org/bitstream/handle/10568/107174/07_CRP%20Livestock%20POWB%202020%20FINAL.pdf?sequence=1&isAllowed=y,1
https://storage.googleapis.com/cgiarorg/2020/03/SC9-11_MeetingSummary_APPROVED.pdf,1
https://www.cimmyt.org/the-missing-seed-market-promoting-improved-seeds-for-women-farmers/,1
http://iea.cgiar.org/wp-content/uploads/2016/10/AAS-Evaluation-Brief-1.pdf,1
https://poshan.outlookindia.com/story/poshan-news-the-game-changer/333941,1
http://goo.gl/forms/VhHYpM6dF8,1
http://www3.weforum.org/docs/White_Paper_Livestock_Emerging%20Economies.pdf,1
https://worldfishcenter.org/content/impact-gender-blindness-social-ecological-resilience-case-communal-pasture-highlands,1
https://oceanpanel.org/sites/default/files/2020-11/Follow%20the%20Sun%20Events%20Calendar%20%281%29.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10947/4485/CGIAR%20FInancial%20Guidelines%20Series%206.pdf?sequence=1,1
https://storage.googleapis.com/cgiarorg/2020/11/CGIAR-Research-Ethics-Code-Approved-3Nov2020.pdf,1
https://twitter.com/rohinirmohan,1
https://www.irri.org/news-and-events/news/launch-cgiar-gender-platform-highlighted-african-green-revolution-forum-agrf,1
https://cgspace.cgiar.org/bitstream/handle/10568/97418/2017-CGIAR-Financial-Report-Web.pdf?sequence=1&isAllowed=y,1
https://repository.cimmyt.org/bitstream/handle/10883/21007/62879.pdf?sequence=2&isAllowed=y,1
https://cgspace.cgiar.org/handle/10568/68525,1
https://genderfoodpolicy.files.wordpress.com/2016/02/tor_wfp-food-assistance-for-assets-project.pdf,1
https://library.cgiar.org/bitstream/handle/10947/3865/CGIAR%20Strategy%20and%20Results%20Framework.pdf?sequence=1,1
https://www.linkedin.com/company/3279391?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3279391%2Cidx%3A2-1-2%2CtarId%3A1442263371999%2Ctas%3Acgiar,1
https://www.rtb.cgiar.org/news/rural-women-are-key-for-limiting-crop-pests-and-diseases/,1
http://books.irri.org/AR2019_audited-financial-statements.pdf,1
https://storage.googleapis.com/cgiarorg/2020/09/CGIAR-Ethics-Framework-Sept-2020.pdf,1
https://www.cgiar.org/funders/,1
https://www.cgiar.org/wp/wp-content/uploads/2018/01/GPN-Project-Management-July-2017.pdf,1
http://www.fao.org/fileadmin/templates/cfs/Docs1920/BurAG/18_September_2020/CFS-Special-Event-DRAFT-Programme-02OctV1.pdf,1
https://twitter.com/yemi_adeyeye,1
https://cgspace.cgiar.org/bitstream/handle/10568/107179/02_CCAFS%20POWB%202020.pdf?sequence=1&isAllowed=y,1
http://www.galsatscale.net,1
http://oar.icrisat.org/10939/1/ca1826en.pdf,1
https://storage.googleapis.com/cgiarorg/2019/10/e5df153d-sc9-04_advisory-services-workplan-budget-2020.pdf,1
https://storage.googleapis.com/cgiarorg/2019/11/Presentation_srg-recommendations-for-one-cgiar.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/107168/13_Big%20Data%20Platform%20POWB%202020.pdf?sequence=1&isAllowed=y,1
http://www.ifpri.org/publication/research-guide-gender-disaggregated-analysis-climate-change-impacts-and-adaptation,1
http://library.cgiar.org/bitstream/handle/10947/4413/2.%20RTB-CRP%20and%20FP%20Narratives%20Proposal%202017-2022_16_07_27.pdf?sequence=1,1
https://storage.googleapis.com/cgiarorg/2020/11/SC11-03a_OneCGIAR-Research-Innovation-Strategy-2-2.pdf,1
https://storage.googleapis.com/cgiarorg/2020/10/RTB-Annual-Report-2019.pdf,1
https://ceres2030.org/wp-content/uploads/2020/11/ceres2030_launch-summary-report.pdf,1
https://doi.org/10.1007/s11205-018-1934-z,1
https://library.cgiar.org/bitstream/handle/10947/4647/Unofficial%20consolidated%20version%20of%20the%20Agreement%20regarding%20the%20headquarters%20of%20the%20CGIAR%20System%20Organization%20and%20its%20privileges%20and%20immunities%20on%20French%20territory%20%28English%29.pdf?sequence=1,1
https://gatesgenderequalitytoolbox.org/,1
https://cgspace.cgiar.org/bitstream/handle/10568/89825/MAIZE-Web.pdf?sequence=4&isAllowed=y,1
http://gender.wpengine.com/wp-content/uploads/2015/11/Woman-and-children-Vietnam_credit-Marlène-Elias_resized.png,1
http://agrigender.net/uploads/JGAFS-132016-6-Paper.pdf,1
https://storage.googleapis.com/cgiarorg/2020/11/CGIAR-Code-of-Conduct-Gov-Officials-Approved-03.11.20.pdf,1
https://storage.googleapis.com/cgiarorg/2020/06/MOPAN-Presentation-for-CGIAR-System-Council.pdf,1
https://storage.googleapis.com/cgiarorg/2020/10/Draft-CGIAR-Performance-and-Results-Management-Framework-2022-30.pdf,1
https://ilri.simplicant.com/jobs/35313-program-manager-cgiar-gender-platform/detail,1
http://ebrary.ifpri.org/utils/getfile/collection/p15738coll2/id/133722/filename/133933.pdf,1
https://storage.googleapis.com/cgiarorg/2020/07/ONE-CGIAR-Getting-Involved.pdf,1
https://www.cgiar.org/wp/wp-content/uploads/2018/10/Policies-investments-informed-by-CGIAR-Research-3.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/92414/EiB-2018-POWB.pdf?sequence=1&isAllowed=y,1
https://storage.googleapis.com/cgiarorg/2019/04/GA3-07_Co-ChairsSummary.pdf,1
https://storage.googleapis.com/cgiarorg/2020/11/SC11-04b_Investment-Plan-CGIAR-2022-24-outline-for-SC.pdf,1
https://www.cgiar.org/wp/wp-content/uploads/2019/04/2019-2021-Financing-Plan_APPROVED.pdf,1
https://kit-events.webex.com/kit-events/lsr.php?RCID=dc275d8729b07f600ed38c5614946bc9,1
https://cgspace.cgiar.org/bitstream/handle/10568/89826/A4NH-Web.pdf?sequence=4&isAllowed=y,1
http://library.cgiar.org/bitstream/handle/10947/2618/Examples_of_restrictions_to_global_access_to_maximize_impact.pdf?sequence=4,1
https://storage.googleapis.com/cgiarorg/2020/12/Appointment-of-CGIAR-System-Board-common-board-member-2020-Q4.pdf,1
https://storage.googleapis.com/cgiarorg/2020/07/Final_AR2019_CRP-GLDC_July2020_upload-to-CGSpace.pdf,1
https://storage.googleapis.com/cgiarorg/2020/03/TCF-Co-Chairs-Message-2nd-Edition-March-2020.pdf,1
https://supportagresearch.org/assets/pdf/Payoff_to_Investing_in_CGIAR_Research_final_October_2020.pdf,1
https://www.cgiar.org/wp/wp-content/uploads/2016/05/Note-on-Selection-Process-for-Members-and-Alternates-of-CGIAR-System-Council.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/109228/GDI-Matrix-Indicators-August%202020.pdf?sequence=1&isAllowed=y,1
https://storage.googleapis.com/cgiarorg/2020/11/Vacancy-Announcement-CGIAR-Ethics-Counsel.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10947/4371/CGIAR%20System%20Framework%20-%20WEB.pdf?sequence=7,1
https://cgspace.cgiar.org/bitstream/handle/10568/89821/GENEBANK-Web.pdf?sequence=4&isAllowed=y,1
https://www.cgiar.org/wp/wp-content/uploads/2018/01/TOR-CGIAR-InternalAuditFunction-APPROVED.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/89827/CCAFS-Web.pdf?sequence=4&isAllowed=y,1
https://storage.googleapis.com/cgiarorg/2019/12/Ex-GA_Co-ChairsSummary_Dec2019.pdf,1
http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/129042,1
https://storage.googleapis.com/cgiarorg/2019/09/8048d6f7-annex-8-status-of-evaluations-impact-assessments-and-learning-exercises.pdf,1
https://www.cgiar.org/news-events/news/the-new-mopan-report-includes-some-old-news-about-cgiar/,1
https://www.cgiar.org/wp/wp-content/uploads/2019/03/ARC14_07_SO_InternalAuditCharter_April-2018.pdf,1
https://wle.cgiar.org/solutions/participatory-gender-training-community-groups,1
https://storage.googleapis.com/cgiarorg/2020/11/SC11-04a_Investment-Plan-Initiative-process-document.pdf,1
https://www.nyas.org/media/22525/seems-nutrition-2-pager.pdf,1
http://a4nh.cgiar.org/gender/,1
https://worldfish.workable.com/jobs/236401,1
http://iea.cgiar.org/wp-content/uploads/2016/10/CGIAR-Gender-Evaluation-Inception-Report-NEW-2.pdf,1
https://www.cgiar.org/wp/wp-content/uploads/2019/05/Background-Note-Establishment-Agreement-System-Organization-April2019.pdf,1
http://bit.ly/CGIAR_Strategy_and_Results_Framework,1
http://agsci.psu.edu/international/gaeei/events/gender-atelier,1
https://www.flickr.com/photos/187086330@N03/favorites,1
https://storage.googleapis.com/cgiarorg/2019/05/0ef3cabe-ciat_ar2018_english_web.pdf,1
https://cipotato.org/,1
https://cgspace.cgiar.org/bitstream/handle/10568/93379/IAF-QAIP.pdf?sequence=1&isAllowed=y,1
https://pim.cgiar.org/files/2020/07/PIM-2019-Annual-Report_FINAL_web-2.pdf,1
http://www.ilri.org/jobs,1
https://cgspace.cgiar.org/handle/10568/66610,1
https://storage.googleapis.com/cgiarorg/2020/11/FINAL-Charting-the-Path-to-Peace_Policy-Note-8-1.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/89829/WHEAT-Web.pdf?sequence=4&isAllowed=y,1
https://storage.googleapis.com/cgiarorg/2020/08/Policy-Note-1-For-Publishing-1.pdf,1
https://www.empowerwomen.org/en,1
http://www.unwomen.org/en/digital-library/publications/2018/2/gender-equality-in-the-2030-agenda-for-sustainable-development-2018,1
https://cgspace.cgiar.org/handle/10568/72449,1
https://storage.googleapis.com/cgiarorg/2020/01/SMB16-03a_Initial-Steps-and-Transition-Support-to-One-CGIAR-v3-WEBSITE.pdf,1
https://storage.googleapis.com/cgiarorg/2020/03/CGIAR-System-Organization-Risk-Management-Policy.pdf,1
https://www.worldfishcenter.org/landing-page/celebrating-international-womens-day-2019,1
https://storage.googleapis.com/cgiarorg/2020/10/SB18-02ai_CGIAR-2030-Research-and-Innovation-Strategy-1.pdf,1
https://storage.googleapis.com/cgiarorg/2019/10/58dd83d6-srg-composition-for-website-11oct2019.pdf,1
https://www.ifpri.org/cdmref/p15738coll2/id/132822/filename/133033.pdf,1
https://storage.googleapis.com/cgiarorg/2020/12/SC11-04a_Investment-Plan-Initiative-process-document-2.pdf,1
https://storage.googleapis.com/cgiar-gdi/2020/09/25206c04-gender_and_corporate_social_responsibility.pdf,1
http://library.cgiar.org/bitstream/handle/10947/2620/IP_Management_to_Facilitate_Sustained_Impact_of_CRP_Research.pdf?sequence=1,1
https://storage.googleapis.com/cgiarorg/2020/06/SC10-03-Rev1_Financial-Response-Flexible-Support.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/89823/RICE-Web.pdf?sequence=4&isAllowed=y,1
https://repository.cimmyt.org/bitstream/handle/10883/21000/62777.pdf?sequence=1&isAllowed=y,1
https://www.ifpri.org/blog/international-day-rural-women-2020-building-resilience-and-gender-equity-face-covid-19,1
https://storage.googleapis.com/cgiarorg/2020/10/Draft-CGIAR-2030-Research-and-Innovation-Strategy.pdf,1
https://www.ifpri.org/cdmref/p15738coll2/id/133982/filename/134194.pdf,1
https://www.ifpri.org/cdmref/p15738coll2/id/133646/filename/133857.pdf,1
https://library.cgiar.org/bitstream/handle/10947/3004/REVISED%20Consortium%20Gender%20Research%20Action%20Plan%20April%2016%202014.pdf?sequence=1,1
https://cgspace.cgiar.org/handle/10568/66598,1
https://agriprofocus.com/introduction-to-gender-in-agri,1
https://www.cgiar.org/wp/wp-content/uploads/2019/02/HighLevelSummary-Functions-CGIARSystem_updated5Feb2019.pdf,1
http://eservices.africarice.org/Eguides/Files/PSU/RFP%20cloud%20server%20service%20for%20hosting%20the%20BMS%20-%20reviewed.pdf,1
http://a4nh.cgiar.org/files/2014/03/A4NH-Gender-Strategy-Updated-August-2015.pdf,1
https://storage.googleapis.com/cgiar-gdi/2020/09/806798a9-negotiate_your_way_to_a_more_challenging_and_satisfying_role.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10947/4371/CGIAR%20System%20Framework%20-%20WEB.pdf,1
https://storage.googleapis.com/cgiarorg/2020/06/SC10-09_ConsentAgenda-AOC-Membership.pdf,1
http://www.landesa.org/jobs/senior-research-and-evaluation-specialist/,1
https://storage.googleapis.com/cgiarorg/2020/11/Policy-Note-4-Climate-Security-in-the-Sahel-For-Publishing-1.pdf,1
http://books.irri.org/AR2019_content.pdf,1
https://www.ifpri.org/cdmref/p15738coll2/id/132772/filename/132981.pdf,1
https://storage.googleapis.com/cgiarorg/2018/10/TOR-ISDC_Appproved_04Oct2018.pdf,1
http://wheat.org/gender-in-wheat/,1
https://storage.googleapis.com/cgiarorg/2020/08/One-CGIAR-Newsletter-7th-edition.pdf,1
https://www.ifpri.org/cdmref/p15738coll2/id/133703/filename/133916.pdf,1
http://ilri.org,1
http://library.cgiar.org/bitstream/handle/10947/4537/Godan_Global_Data_Ecosystem_Publication.pdf?sequence=1,1
https://cgspace.cgiar.org/bitstream/handle/10568/107178/03_Forests%2c%20Trees%20and%20Agroforestry%20%28FTA%29%20POWB%202020.pdf?sequence=1&isAllowed=y,1
https://www.kit.nl/project/nespressos-transformative-changes-for-gender-equality/,1
https://www.cgiar.org/wp/wp-content/uploads/2017/12/TOR-SystemCouncilAOC-Approved10Nov2017.pdf,1
https://storage.googleapis.com/cgiarorg/2020/11/System-Board-Decision-Register-25-November-2020.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10947/3865/CGIAR%20Strategy%20and%20Results%20Framework.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/89828/PIM-Web.pdf?sequence=4&isAllowed=y,1
http://www.pabra-africa.org/youth-economic-empowerment-through-mechanization-in-tanzania/,1
https://www.cgiar.org/wp/wp-content/uploads/2018/01/GPN-Risk-Management-July-2017.pdf,1
http://foreststreesagroforestry.org/gender-equality-and-innovation-in-agriculture-and-natural-resource-management/,1
https://cgspace.cgiar.org/bitstream/handle/10568/108548/CGIAR-Responding-to-COVID-19.pdf,1
https://cgspace.cgiar.org/bitstream/handle/10568/108331/CGIAR-Audited-Financial-Statement-2019-WEB.pdf?sequence=1&isAllowed=y,1
https://cas.cgiar.org/sites/default/files/images/news/WHEAT%20CRP%20Review%202020.pdf,1
https://storage.googleapis.com/cgiarorg/2020/10/SC_Decision_Register.pdf.pdf,1
